titulo|fecha|enlace|contenido
Puno Advierten sobre el poco apoyo en la producción de chinchilla|2024/08/25|https://diariosinfronteras.com.pe/2024/08/25/puno-advierten-sobre-el-poco-apoyo-en-la-produccion-de-chinchilla/|Puno Advierten sobre el poco apoyo en la producción de chinchilla Denuncian falta de apoyo en el criadero de chinchillas en el sector La Calera Huaynapata, Lampa. Las instalaciones actuales están en pésimas condiciones, con problemas de alimentación, medicinas y adecuación de su hábitat. Este proyecto fue iniciado en 1964 por el ingeniero Enrique Torres Belon, quien adquirió 200 chinchillas de California con la intención de desarrollar la cría y comercialización de su piel. Los sueños y objetivos originales de Torres Belon, como la expansión del criadero y la exportación de la piel, no se han cumplido en 60 años. Se hace un llamado a las autoridades locales para que tomen acción y mejoren la situación de las chinchillas, consideradas una maravilla de la provincia.
Puno: Docentes de educación superior iniciarán una huelga indefinida|2024/08/24|https://diariosinfronteras.com.pe/2024/08/24/puno-docentes-de-educacion-superior-iniciaran-una-huelga-indefinida/|400 docentes de Puno viajarán a Lima para protestar. A partir de este lunes 26 de agosto los agremiados al Sindicato de Docentes de Educación Superior del Perú (Sidesp), iniciarán una huelga nacional indefinida. La medida busca presionar al Ministerio de Educación (Minedu) para que reglamente la Ley Nº 31653, promulgada en 2022, que otorga importantes derechos a los profesores; como la escolaridad, compensación por tiempo de servicio (CTS), y luto, además de permitir el ascenso de categoría de los docentes. El secretario general de dicho gremio en Puno, Demetrio Machaca, lamentó que hasta la fecha sus demandas laborales no sean atendidas, a pesar que están en pie de lucha varios años. AUMENTO SALARIAL «En Puno tenemos alrededor de 1000 maestros, de ellos 400 viajarán a Lima, donde exigiremos el incremento de nuestras remuneraciones, porque actualmente percibimos 2400 soles, muy por debajo de lo que gana un docente de educación básica regular», dijo. Otra de sus demandas es el proceso de nombramiento docente, pedido que les ha sido negado en varias oportunidades, con la excusa de que no hay presupuesto. En Puno, acatarán esta jornada de lucha los profesores de los 24 tecnológicos, seis pedagógicos, cuatro ESFA y de un centro superior de educación física, ubicado en Lampa.
Puno: Estudiante rompe barreras por su futuro|2024/08/24|https://diariosinfronteras.com.pe/2024/08/24/puno-estudiante-rompe-barreras-por-su-futuro/|Resaltan que la educación sea lo primordial. En un logro que resalta la dedicación y el talento de la juventud rural, Anderson Robert Quispe Huanca, estudiante de la Institución Educativa Secundaria Huijipata, ha obtenido el primer lugar en la etapa UGEL Huancané de la XX Olimpiada Nacional Escolar de Matemáticas (ONEM) 2024. Compitiendo en el Nivel III, categoría Alfa, Anderson demostró su excelencia académica el pasado 13 de agosto, superando a sus pares en una competencia de alto nivel. Lo que hace aún más impresionante este triunfo es el arduo camino que Anderson recorre diariamente. Proveniente de la comunidad de Cuyo Totorani, debe caminar 8 kilómetros para llegar a su colegio, un trayecto que le toma aproximadamente dos horas. Sin embargo, la distancia no ha mermado su pasión por el aprendizaje, sino que ha sido un motor que lo impulsa a superarse. Gracias a su esfuerzo, Anderson ha logrado clasificar para la etapa regional de la ONEM 2024, que se llevará a cabo en septiembre. Este avance no solo es un reflejo de su capacidad, sino también de la la educación en las áreas más alejadas.
Puno: Regidora se ‘apropió’ de casa de su hermana|2024/08/24|https://diariosinfronteras.com.pe/2024/08/24/puno-regidora-se-apropio-de-casa-de-su-hermana/|Juana Olga, se adueñó de la casa solo en papeles. La regidora del municipio distrital de Pucará (Lampa), Juana Olga Ramos Ramos, valiéndose de ciertas argucias le arrebató la casa a su hermana, en documentos. Ella y su esposo lograron que el Cofopri formalice a su favor un terreno de 346.25 m2, en donde existe una construcción antigua de dos pisos con balcón y varias habitaciones de adobe. El inmueble se ubica en la intersección del jirón Puno con Leoncio Prado, barrio Julio C. Tello, en dicho pueblo. El caso es por demás escandaloso porque el terreno le pertenece a su hermana Elsa Ramos Ramos. Este predio es la integración de lotes adquiridos notarialmente de sus tres propietarios: a Juana Ramos Cápac, le compró el 20 de agosto de 1990; a Miguel Ramos Mestas, el 21 de agosto de 1990 y; a Juana Gutiérrez Bedoya, el 16 de julio de 2003. La verdadera propietaria posee escrituras públicas, certificados de posesión desde 1980 hasta la fecha, así como recibos de pago de luz de aquellos años a la fecha. ASÍ SE ADUEÑAN La referida regidora, aprovechando que su hermana se ausentaba para vender pizarras en las provincias, en agosto de 2005, junto a su marido, Plácido Condori Ticona, se acogieron a los procesos de formalización de Cofopri y lograron inscribir el terreno a su favor, pero dividido en dos lotes. CERTIFICADO ‘TRUCHO’ La pareja se hizo del terreno solo con un certificado de posesión del 28 de setiembre de 2005, otorgado por el entonces alcalde de Pucará, Luis Ccama Quispe -quien fue vacado el 2006-, y quien no estaba habilitado para otorgar ese documento. Algunos testigos avalaron que los esposos vivían en el inmueble en cuestión, pero faltaron a la verdad. Con esta formalidad administrativa, se adueñaron del bien ajeno. POSESIÓN REAL Sin Fronteras viajó hasta Pucará constatando que quien en realidad vive dentro de ese terreno es Elsa Ramos Ramos. Ello fue confirmado por los vecinos, quienes la conocen porque su fallecido esposo fue el alcalde de Pucará (1981-1983), César Nicho Lino, en años en que el cargo era honorífico. Elsa Ramos Ramos nos permitió el ingreso a su predio, mostrando las llaves de las habitaciones. En algunas de ellas se observan colgadas las fotos de sus hijos cuando fueron adolescentes, de sus padres y abuelos. Al costado de esa propiedad, existen dos pequeñas viviendas, donde habitan sus hermanas, una de ellas es Juana Olga Ramos. Estos predios solo colindan y tienen sus paredes divisorias. COMIENZA EL LITIGIO Al enterarse que habían formalizado su propiedad, Elsa judicializó la inscripción, ya que la hermana, usando el documento de Cofopri lo elevó ante la Sunarp, inscribiendo el bien ajeno, a su nombre y el de su esposo. VICTORIA A MEDIAS El Poder Judicial le dio la razón a medias, pues validó el procedimiento de formalización administrativa mas no reconoció la propiedad. Para ello debería agotar otra vía judicial. El 02 de setiembre de 2015, interpuso una demanda por mejor derecho de propiedad contra su hermana y su cuñado. El caso se ventila en el Juzgado Mixto de Lampa. LETARGO Y TRAMPA El proceso aún no se resuelve a pesar que pasó nueve años desde que se inició la causa y muy por el contrario la demandada efectuó acciones que prolongan el juicio. ARGUCIAS Y es que casi dos meses después de ser demandada, la regidora vendió a solo 2 mil soles el inmueble en cuestión a Sonia Filiberta Cástillo Madariaga. Resulta que, Juana Olga Ramos es trabajadora administrativa del colegio Mariscal Sucre de Juliaca y la directora del plantel es a quien le ‘regalo’ el inmueble. Nunca hubo una transferencia real del bien, mas sí una carta notarial del 12 de abril de 2016 (seis meses después), en el que Sonia Castillo dirige a Elsa Ramos y sus inquilinos, a quienes les piden que se retiren de la casa. TRABA LEGAL El 30 de enero 2017, la regidora y su colega se unieron e interpusieron una demanda por mejor derecho de propiedad. Los expedientes fueron acumulados. Los únicos papeles con los que cuentan son los que generaron a partir del 2005. Mientras Elsa Ramos, tiene posesión, escrituras y documentos que acreditan su compra venta desde 1980. Al Poder Judicial le corresponde hacer justicia. GUARDAN SILENCIO Contactamos a la regidora pero esta se negó a declarar. En vez de devolvernos la llamada nos envió el número de su abogado, Josué Farfán, pero este alegó que el caso está judicializado.
Puno: Rechazan resolución que amplía mandato en Uancv|2024/08/23|https://diariosinfronteras.com.pe/2024/08/23/puno-rechazan-resolucion-que-amplia-mandato-en-uancv/|Universidad Andina Néstor Cáceres (Uancv). Nuevamente la Universidad Andina Néstor Cáceres (Uancv), en cuestionamientos, esta vez gran controversia viene generando el documento que lleva la firma y el sello del rector, Juan Benites Noriega, y el secretario general, Richard Condori; nos referimos a la Resolución N° 0427-2024-UANCV-CU-R, la cual dispone de manera excepcional ampliar las funciones de las actuales autoridades universitarias como son: rector, vicerrectores, decanos, representantes de docentes estudiantes y egresados. Además, Asamblea Universitaria Consejo Universitario y Consejo de Facultad. EXIGEN NULIDAD Al respecto, el presidente transitorio de las Cuatro Zonas de Juliaca, Oswaldo Cusilayme Sacachipana, indicó que dirigió al rector Juan Benites un documento de oposición a la ejecución de la ampliación exigiendo nulidad de la referida resolución. «Estando dentro del plazo establecido de 15 días hábiles previsto en el artículo 120 de la Ley 27444 ley de procedimiento administrativo general, frente a un acto que supone que afecta, desconoce y lesiona un interés legítimo (…), y deberán resolverse en el plazo de 30 días (…), se lectura en el documento. Agregó que, en caso no sean escuchados tomaran acciones. «Vamos a recurrir a los congresistas como Zeballos y otros, porque es una afrenta a la población juliaqueña el que pretendan ampliarse el mandato En tanto, el integrante de la Asociación Pro Defensa de los Derechos de la Uancv de Juliaca, César Huasaca Abarca, cuestionó duramente a las autoridades universitarias que aprobaron la referida resolución y denunció una presunta organización criminal en la Uancv. «Hemos protestado en contra de esta mafia, en contra de esta organización criminal porque viene desde la Asamblea Universitaria, porque son ellos quienes debieron oponerse a estas resoluciones que vienen emitiendo el Consejo Universitario; sin embargo se hacen de la vista gorda porque recibirían gollerías y pagos de la nada (…) las autoridades universitarias se aprovechan de la autonomía para perpetuarse en el poder, modificando estatutos y ampliando plazos de permanencia en sus cargos”, lamentó. Finalmente, instó nuevamente a la población a entregar las pruebas de actos de corrupción que se vendrían registrando en la Uancv. “Presenten audios y videos, este 27 de agosto estará en Juliaca la Sunedu y otras autoridades”, sugirió.
UGEL Puno tiene nueva directora|2024/08/23|https://diariosinfronteras.com.pe/2024/08/23/ugel-puno-tiene-nueva-directora/|Ugel Puno. La docente Alina Gómez Charaja, es la nueva directora encargada de la UGEL Puno, tras la salida de Lucio Bellido, sobre quien pesaba cuestionamientos del magisterio por presuntos procesos administrativos cuando era funcionario en otra UGEL. La designación de Gómez Charaja, fue confirmada por el director Regional de Educación, Edson De Amat, quien precisó que el lunes 26 de agosto, la docente estará asumiendo funciones de manera oficial. Mientras que, el secretario general del Sutep provincial Puno, Reynaldo Villahermosa, sostuvo que no conocen los antecedentes de la nueva directora, por lo que la exhortó a cumplir con lo que estipulan las normas vigentes y atender como se debe al sector. Cabe precisar que la encargatura de la UGEL Puno es hasta diciembre de este año, tras ello, se convocará nuevamente a concurso para designar a un director permanente.
Juliaca: Comerciantes continúan con su mercadería en la calle|2024/08/23|https://diariosinfronteras.com.pe/2024/08/23/juliaca-comerciantes-continuan-con-su-mercaderia-en-la-calle/|Comerciantes. La Municipalidad Provincial de San Román, a través de la Subgerencia de Mercados y Plataformas Comerciales, en colaboración con la Policía Municipal e inspectores de Transporte, llevó a cabo la jornada de ayer un operativo de reordenamiento en los alrededores del mercado «Las Mercedes», calles aledañas y avenida Circunvalación donde, lamentablemente, algunos comerciantes continúan oponiéndose al ordenamiento, debido a que siguen ocupando los espacios públicos, originando malestar entre los peatones. El operativo tuvo como objetivo principal controlar a los comerciantes que ocupan las veredas y pistas con mercadería. Además, se sancionó a los vehículos de carga pesada que infringieron la ordenanza municipal al desembarcar mercadería en horarios no permitidos. El administrador del mercado Las Mercedes, Marcelino Palli Martínez, comentó que, a pesar de la frecuencia de estos operativos, aún persiste el problema con algunos comerciantes que incumplen las normas al invadir los espacios públicos; finalmente, exhortó a los comerciantes a respetar dichos espacios a fin de ser usados correctamente. Asimismo, los operativos continuarán en las próximas horas, donde estarán decomisando la mercadería que ocupa la calle.
Puno: Designan a nueva regidora en Municipalidad de Coasa|2024/08/23|https://diariosinfronteras.com.pe/2024/08/23/puno-designan-a-nueva-regidora-en-municipalidad-de-coasa/|Puno: Designan a nueva regidora en Municipalidad de Coasa A través del diario oficial El Peruano, se ha oficializado la designación de Luz Marina Vilca Díaz como nueva regidora del Concejo Distrital de Coasa, en la provincia de Carabaya, departamento de Puno. La convocatoria se realizó con el objetivo de que la Licenciada en Trabajo Social asuma el cargo y complete el periodo de gobierno municipal 2023-2026. La designación de Luz Marina Vilca Díaz, de 32 años, se produce tras el lamentable fallecimiento del anterior regidor, Víctor Hugo Yacasi Callohuanca. Ahora, la expectativa de la población se centra en el trabajo que pueda realizar en favor de la juventud y otros sectores vulnerables del distrito, aprovechando su experiencia en el ámbito social.
Puno: Uruguayo es hallado sin vida en la plazoleta del jirón Cusco|2024/08/23|https://diariosinfronteras.com.pe/2024/08/23/puno-uruguayo-es-hallado-sin-vida-en-la-plazoleta-del-jiron-cusco/|Puno: Uruguayo es hallado sin vida en la plazoleta del jirón Cusco Juliaca. Lejos de su hogar. Un hombre de nacionalidad uruguaya fue encontrado sin vida esta mañana en la plazoleta del jirón Cusco, cerca al monumento de la “Pileta del Inca”. Su compatriota, un argentino aparentemente bajo los efectos del alcohol, y que se encontraba al costado del cadáver, indicó que la víctima era un uruguayo llamado Gabriel. Asimismo, para sostenerse económicamente, trabajaban como malabaristas en los semáforos de la ciudad. Según el testimonio del argentino, ambos habrían ingresado al Perú por la frontera con Bolivia, con el objetivo de llegar a Colombia. Al lugar llegaron las autoridades de la Policía y el Ministerio Público para proceder con el levantamiento del cadáver. A pesar de la gravedad de la situación, el acompañante parecía no ser consciente del fallecimiento de su amigo, pues para él, «Gabriel» seguía durmiendo, dado que su amigo solía sufrir ataques epilépticos y posteriormente solía recuperar la consciencia.
Puno: Balacera en La Rinconada deja un muerto y un herido|2024/08/23|https://diariosinfronteras.com.pe/2024/08/23/puno-balacera-en-la-rinconada-deja-un-muerto-y-un-herido/|Puno: Balacera en La Rinconada deja un muerto y un herido La Rinconada. La violencia vuelve a sacudir al centro poblado de La Rinconada. Uriel Casilla Turpo, de 27 años, fue identificado como la víctima mortal de una balacera ocurrida frente a la discoteca Ñustas ubicada en el Jr. Venezuela urbanización Tres de Mayo, al promediar las 6.30 de la mañana. Según el reporte policial, el incidente se desató tras una aparente discusión entre varios sujetos, lo que resultó en un intercambio de disparos en plena vía pública y a plena luz del día. Casilla Turpo fue trasladado por el personal de seguridad de una de las discotecas al Centro de Salud de La Rinconada, donde la doctora Melisa Esquivel Chumpitaz certificó su fallecimiento. El diagnóstico fue traumatismo cráneo encefálico por proyectil de arma de fuego en la cabeza. El personal que lo auxilió habría sido identificado como Fran Berríos Quispe. Además de la víctima mortal, otra persona habría resultado herida en el intercambio de disparos, la misma que fue llevada de manera particular a la ciudad de Juliaca, debido a que en el momento del incidente, el Centro de Salud se encontraba con las puertas cerradas y sin personal. La Policía Nacional del Perú y el fiscal de la Fiscalía Mixta de Ananea, Fredi Ali Condori Hancco, se hicieron presentes en el lugar para realizar las diligencias correspondientes y esclarecer los hechos; posteriormente dispusieron que el cadáver sea trasladado hasta para el examen de la necropsia de ley.
Puno: Dos detenidos con celulares robados|2024/08/23|https://diariosinfronteras.com.pe/2024/08/23/puno-dos-detenidos-con-celulares-robados/|Puno: Dos detenidos con celulares robados La Policía investiga a dos sospechosos que fueron intervenidos la tarde de ayer tras la realización de la parada folklórica de la UNA y que tenían en su poder equipos celulares reportados como robados. INTERVENIDOS Los agentes del Areincri Puno ubicaron a dos varones en inmediaciones de la avenida Costanera con el jirón Lampa, los que fueron identificados como José Romario Huayta Quispe (27), alias “Tunki” y Jhon Herley Yancachajlla Larico (23) alias “Búho”, ellos tenían en su poder 2 celulares marca Samsung que al ser consultados al sistema de Osiptel se encontraban reportados como sustraídos, ante la sospecha de que los equipos habrían sido robados en el transcurso de la parada; ambos sospechosos fueron detenidos y trasladados a la dependencia policial para las investigaciones, aunque inicialmente estarían ya inmersos en el presunto delito contra el patrimonio, receptación. Además, se comunicó de la intervención para las diligencias correspondientes al fiscal Juan Carlos Flores Ticona, de la Primera Fiscalía Provincial Penal Corporativa de Puno.
Puno: Detectan extracción ilegal de material de acarreo que afecta el cauce del río Coata|2024/08/23|https://diariosinfronteras.com.pe/2024/08/23/puno-detectan-extraccion-ilegal-de-material-de-acarreo-que-afecta-el-cauce-del-rio-coata/|Puno: Detectan extracción ilegal de material de acarreo que afecta el cauce del río Coata El personal de la Autoridad Nacional del Agua (ANA) detectó la extracción ilegal de material de acarreo que afecta y contamina el cauce del río Coata, Puno. En el lugar se encontró una excavadora de oruga, cuyo operador intentó escapar junto a otros seis volquetes, que utilizaron rutas no autorizadas. No obstante, las unidades fueron interceptadas y los conductores detenidos. El operativo se coordinó con la Municipalidad Provincial de San Román-Juliaca y la Dirección de Medio Ambiente de la Policía. Bisvani Figueroa Valencia, administradora local del agua, explicó que de acuerdo a la Ley de Recursos Hídricos, procede iniciar un proceso administrativo sancionador por “dañar u obstruir los cauces o cuerpos de agua y los bienes asociados”. Los infractores podrían ser sancionados con multas no menores de 0.5 UIT ni mayores a 10 000 UIT.
Puno: Emergencia del Hospital Regional colapsa por ebrios de la Parada Universitaria|2024/08/23|https://diariosinfronteras.com.pe/2024/08/23/puno-emergencia-del-hospital-regional-colapsa-por-ebrios-de-la-parada-universitaria/|Puno: Emergencia del Hospital Regional colapsa por ebrios de la Parada Universitaria El Hospital Regional Manuel Núñez Butrón de Puno durante la madrugada recibió a más de una docena de personas que fueron auxiliadas por intoxicación alcohólica, en su mayoría debido al exceso en el consumo tras las celebraciones de la Parada Universitaria. Varios danzarines también terminaron en el nosocomio. El Hospital Regional emitió un comunicado invocando a los familiares de varios pacientes sin identificar a que acudan al nosocomio ya que requerían de atenciones. Pacientes sin identificación
Puno: Capturan a banda delincuencial que asaltaba a participantes de la Parada Universitaria|2024/08/23|https://diariosinfronteras.com.pe/2024/08/23/puno-capturan-a-banda-delincuencial-que-asaltaba-a-participantes-de-la-parada-universitaria/|Puno: Capturan a banda delincuencial que asaltaba a participantes de la Parada Universitaria La Policía capturó al promediar las 3:30 de la madrugada a los presuntos integrantes de la banda criminal «Las gárgolas del Altiplano», identificados como Harold Paul Frías Vásquez (20), alias «Paul», Tommy Ruelas Quispe (24), alias «Gomas», Kevin Wilkin Calizaya Velásquez (20), alias «Tripa» y Franklin Elisban Figueroa Gómez (19), alias «Pastrulo». Ellos fueron sorprendidos cuando asaltaban a un ebrio que participaba de la Parada Universitaria y le arrebataron una mochila en cuyo interior había una Laptop, dos celulares y su billetera. Los agentes además les encontraron otros equipos celulares que serían de otras víctimas. Todos fueron detenidos y trasladados a la Depincri Puno.
Puno: Vecinos denuncian el funcionamiento de un prostíbulo en el centro de la Ciudad Lacustre|2024/08/23|https://diariosinfronteras.com.pe/2024/08/23/puno-vecinos-denuncian-el-funcionamiento-de-un-prostibulo-en-el-centro-de-la-ciudad-lacustre/|Vecinos denuncian el funcionamiento de un prostíbulo en el centro de la Ciudad Lacustre La Municipalidad de Puno intervino días atrás cantinas que funcionaban en la segunda cuadra del Jirón Lambayeque donde inclusive se colocaron bloques de concreto y soldaron las puertas. Luego un ciudadano aduciendo ser inquilino de uno de los predios presentó un recurso de Habeas Corpus ante el Poder Judicial de Puno porque supuestamente habían clausurado el acceso a su habitación. El juez declaró fundado en parte su pedido y ordenó a la municipalidad que reabran el establecimiento clausurado. Esta vez los vecinos han denunciado que en uno de estos locales funcionaría un prostíbulo clandestino ante la falta de mano dura de las autoridades y gracias a una resolución judicial que permite que sigan abriendo impunemente.
Puno: Defensoría detecta falta de Código de Ética en El Collao|2024/08/22|https://diariosinfronteras.com.pe/2024/08/22/puno-defensoria-detecta-falta-de-codigo-de-etica-en-el-collao/|No hay Código de Ética en El Collao. La Defensoría constató que el municipio de El Callao no tiene código de ética. La Defensoría del Pueblo de Puno capacitó a 105 funcionarios de la Municipalidad de El Collao – Ilave sobre ética, lucha contra la corrupción y acceso a la información pública. Durante la visita, se constató la falta de un Código de Ética y una Oficina de Integridad Institucional, comprometiéndose los funcionarios a implementarlos. Además, se supervisó la Subgerencia de Seguridad Ciudadana, verificando que cuentan con 29 serenos, 3 vehículos, 8 motocicletas, 18 cámaras operativas y un avance del 70.8% en el Programa Presupuestal 0030. La Defensoría reafirma su compromiso con la transparencia y la ética en la gestión pública.
Puno: Sunass lanza la campaña “Cloro que sí”|2024/08/22|https://diariosinfronteras.com.pe/2024/08/22/puno-sunass-lanza-la-campana-cloro-que-si/|Campaña “Cloro que sí”. La Superintendencia Nacional de Servicios de Saneamiento (Sunass) lanzó la campaña ¡Cloro que sí!, que busca promover que la población tome conciencia sobre el valor de tener agua segura y ejercer su derecho a recibir una adecuada prestación del servicio. Asimismo, contribuir a reducir la creencia de que el agua clorada es dañina para la salud de las personas. La Sunass, como organismo regulador, tiene entre sus funciones la fiscalización de los prestadores rurales y uno de los aspectos que se monitorea es el adecuado proceso de cloración. A julio de 2023, la entidad realizó 4 298 caracterizaciones a estos prestadores, lo que comprende a una población de más de 2 millones de habitantes.
Puno: Paralizan obra de estadio en Ayapata por falta de fondos e irregularidades|2024/08/22|https://diariosinfronteras.com.pe/2024/08/22/puno-paralizan-obra-de-estadio-en-ayapata-por-falta-de-fondos-e-irregularidades/|Estadio en el centro poblado de Hanac Ayllo. La construcción del estadio en el centro poblado de Hanac Ayllo, distrito de Ayapata, provincia de Carabaya, se encuentra en el ojo de la tormenta. La Contraloría General de la República ha revelado serias irregularidades en la ejecución de la obra, cuyo costo asciende a S/ 1 millón 701 mil 712. A pesar de no contar con la asignación presupuestal necesaria, la entidad ejecutora dio inicio a la obra bajo la modalidad de administración directa. Ahora, el proyecto se encuentra paralizado por falta de fondos suficientes. Según el Informe de Hito de Control N° 011-2024-OCI/0458-SCC, la obra fue programada sin asegurar la disponibilidad total del presupuesto, lo que ha generado retrasos significativos y pone en riesgo la culminación de este proyecto, destinado a mejorar las condiciones para el desarrollo de actividades deportivas y recreativas en la comunidad. Las irregularidades no terminan ahí. La Contraloría también ha identificado problemas graves como el desabastecimiento de cemento y la falta de equipos de protección personal para los trabajadores, exponiéndolos a riesgos laborales. Además, la ausencia del cuaderno de obra impide un registro adecuado de las actividades realizadas, afectando la transparencia en la ejecución del proyecto.
Inició demolición del colegio Telesforo Catacora en Juli para construir nueva infraestructura|2024/08/22|https://diariosinfronteras.com.pe/2024/08/22/inicio-demolicion-del-colegio-telesforo-catacora-en-juli-para-construir-nueva-infraestructura/|Inició demolición del colegio Telesforo Catacora en Juli para construir nueva infraestructura En las vísperas, se inició la demolición de la antigua infraestructura de la Institución Educativa Secundaria Telesforo Catacora en Juli, como parte del proyecto «Escuelas Bicentenario». Inició demolición del colegio Telesforo Catacora en Juli para construir nueva infraestructura La ceremonia comenzó con el tradicional permiso a la Pachamama y la challa, honrando las costumbres ancestrales antes de proceder con la construcción de una moderna instalación educativa. Este proyecto, impulsado por la Unidad de Gestión Educativa Local (UGEL) Chucuito Juli en colaboración con el Proyecto Especial de Inversión Pública (PEIP), busca dotar a más de 805 estudiantes de la provincia de Chucuito con una infraestructura de primer nivel y con estándares internacionales. «La nueva infraestructura no solo elevará la calidad educativa de la IES Telesforo Catacora, sino que también simboliza un avance significativo para la comunidad educativa de la región Puno», expresó José Gabriel Vizcarra Fajardo, director de la UGEL Chucuito Juli, subrayando el impacto positivo que tendrá en la educación de los jóvenes de la zona.
Puno: «Asesino del pico» fue entregado a la Fiscalía|2024/08/22|https://diariosinfronteras.com.pe/2024/08/22/puno-asesino-del-pico-fue-entregado-a-la-fiscalia/|"Puno: ""Asesino del pico"" fue entregado a la Fiscalía Carabaya. Las rondas campesinas de Macusani, en horas de la mañana de ayer entregaron a la Fiscalía a Dionicio Chura, quien confesó haber matado con un pico a Ricardo Ccoa, de 70 años, por problemas de terreno. Antes de ser entregado Dionicio Chura relató su crimen. “Desde las 6 de la tarde hasta las 8 hemos comenzado a tomar, de ahí hemos discutido por terreno y nos pusimos a pelear de ahí yo le he ganado y se me ha pasado la mano”, expresó. Cabe resaltar que el asesinato se produjo en la comunidad de Pacaje del distrito de Macusani."
Puno: Ladrones escapan luego de asaltar a un camión repartidor de gas|2024/08/22|https://diariosinfronteras.com.pe/2024/08/22/puno-ladrones-escapan-luego-de-asaltar-a-un-camion-repartidor-de-gas/|Puno: Ladrones escapan luego de asaltar a un camión repartidor de gas Caracoto. Al promediar las 00:15 horas del pasado miércoles 21 de agosto, ocurrió un asalto a un camión repartidor de gas, ante esta alerta los agentes de Serenazgo del distrito de Caracoto, durante las rondas nocturnas programadas, realizaron una persecución a un vehículo color plomo marca Hyundai en la que fugaban los presuntos delincuentes acusados de perpetrar el asalto a mano armada. El hecho ocurrió a la altura del sector conocido como Hábitat en la salida a Puno. Los supuestos asaltantes aparentemente habrían robado la suma de 8 mil soles y, tras ser perseguidos por los integrantes de Serenazgo, los ocupantes del vehículo sospechoso abandonaron el auto detrás del mirador del distrito de Caracoto, fugando hacia el cerro con rumbo desconocido. Los serenos dieron aviso a los integrantes de la Policía Nacional del Perú, quienes se aproximaron inmediatamente para realizar las diligencias trasladando el vehículo abandonado por los presuntos delincuentes, hasta la comisaría del distrito para proseguir con las investigaciones. El automóvil abandonado es un Hyundai I10 color plomo, el mismo que portaba la placa de rodaje X3T 787, al parecer sería una placa que no le correspondería, ya que en el registro Sunarp sería de un auto Mitsubishi, por lo que las autoridades estarían investigando la procedencia de este automóvil.
Juliaca: Allanan viviendas de policías presuntamente vinculados a un caso de tráfico ilícito de drogas|2024/08/22|https://diariosinfronteras.com.pe/2024/08/22/juliaca-allanan-viviendas-de-policias-presuntamente-vinculados-a-un-caso-de-trafico-ilicito-de-drogas/|Juliaca: Allanan viviendas de dos policías vinculados a un caso de tráfico ilícito de drogas Juliaca. f Se trata de los policías Yuber Hernán Condori Villanueva, y Omar Ticona Ari. Este último fue detenido esta madrugada tras ser intervenido en su domicilio ubicado en la avenida Lampa, de la urbanización Anexo Santa Adriana. En tanto, el domicilio de Yuber Condori está situado en la urbanización Collasuyo. Según información preliminar, ambos efectivos policiales son investigados por tráfico ilícito de drogas, por el presunto delito de «arranche de droga» ocurrido el 27 de febrero de 2024. Por sus graves implicancias, el titular del despacho fiscal, Ricardo Yampara Apaza, dispuso la detención preliminar por 15 días y encarcelamiento en el Departamento de Operaciones Tácticas Antidrogas. La información que habría sido confirmada por testigos protegidos, da cuenta que el suboficial y el alférez PNP, incautaron la droga de un vehículo junto a otros efectivos policiales y civiles. Cabe recordar que el Poder Judicial dictó 18 meses de prisión preventiva contra dos policías en actividad y otros dos en retiro, así como un civil acusados de arranchar 26 paquetes de alcaloide de cocaína en la ciudad de Juliaca, en la región Puno. Juliaca: Allanan viviendas de dos policías vinculados a un caso de tráfico ilícito de drogas Juliaca: Allanan viviendas de dos policías vinculados a un caso de tráfico ilícito de drogas
Puno: Revelan identidad de médico legista detenido acusado de cobrar coima|2024/08/21|https://diariosinfronteras.com.pe/2024/08/21/puno-revelan-identidad-de-medico-legista-detenido-acusado-de-cobrar-coima/|Médico legista detenido. Esta mañana, la Fiscalía Anticorrupción y la Policía Contra la Corrupción intervinieron a Gustavo Adolfo Fernández, médico legista en San Antonio de Putina. Fernández está acusado de solicitar mil soles a un familiar de un fallecido en la mina Rinconada para realizar una necropsia. El médico, señalado por el delito de cohecho pasivo, fue trasladado a la comisaría para continuar con las investigaciones. El caso sigue en proceso y la investigación continúa.
Puno: Delincuentes se hacen pasar por ingenieros para robar maquinaria en Yunguyo|2024/08/21|https://diariosinfronteras.com.pe/2024/08/21/puno-delincuentes-se-hacen-pasar-por-ingenieros-para-robar-maquinaria-en-yunguyo/|Delincuentes se hacen pasar por ingenieros. En la mañana de hoy, en Yunguyo, un grupo de delincuentes se hizo pasar por ingenieros para llevar a cabo el robo de un volquete y una retroexcavadora. Tras maniatar a los operadores de las máquinas, los abandonaron en el sector de Challapata. Gracias a una rápida alerta y a la colaboración de los pobladores, los vehículos robados fueron recuperados en Tiquina, Bolivia. La policía continúa con la investigación para identificar a los responsables del robo.
